10745.48;964.59;11-02-17 23:04 PM 
10745.48;964.59;11-02-17 23:04 PM 
10745.48;964.59;11-02-17 23:04 PM 
10741.77;964.52;11-02-17 23:04 PM 
10741.77;964.52;11-02-17 23:04 PM 
10741.77;964.52;11-02-17 23:04 PM 
10741.77;964.52;11-02-17 23:04 PM 
10741.77;964.52;11-02-17 23:04 PM 
10741.77;964.52;11-02-17 23:04 PM 
10741.77;964.52;11-02-17 23:04 PM 
10744.59;963.69;11-02-17 23:05 PM 
10744.59;963.69;11-02-17 23:05 PM 
10744.59;963.69;11-02-17 23:05 PM 
10744.59;963.69;11-02-17 23:05 PM 
10744.59;963.69;11-02-17 23:05 PM 
10744.59;963.69;11-02-17 23:05 PM 
10752.43;964.01;11-02-17 23:05 PM 
10752.43;964.01;11-02-17 23:05 PM 
10752.43;964.01;11-02-17 23:05 PM 
10752.43;964.01;11-02-17 23:05 PM 
